,ecosystem,species,year,biomass,abundance,biomass_index,abundance_index,avg_len,avg_mass,source,agency,season
27611,GoM,Atlantic_redfishes_NS,2003,0.004717634,,,,,,CFDBS,NMFS/NEFSC,nd
27612,GoM,Atlantic_redfishes_NS,2004,0.005188166,,,,,,CFDBS,NMFS/NEFSC,nd
27613,GoM,Atlantic_redfishes_NS,2005,0.007370369,,,,,,CFDBS,NMFS/NEFSC,nd
27614,GoM,Atlantic_redfishes_NS,2006,0.00538945,,,,,,CFDBS,NMFS/NEFSC,nd
27615,GoM,Atlantic_redfishes_NS,2007,0.008301924,,,,,,CFDBS,NMFS/NEFSC,nd
27616,GoM,Atlantic_redfishes_NS,2008,0.012733838,,,,,,CFDBS,NMFS/NEFSC,nd
27617,GoM,Atlantic_redfishes_NS,2009,0.024769294,,,,,,CFDBS,NMFS/NEFSC,nd
27618,GoM,Atlantic_wolffish,1963,0.000443067,,,,,,CFDBS,NMFS/NEFSC,nd
27619,GoM,Atlantic_wolffish,1964,0.004635049,,,,,,CFDBS,NMFS/NEFSC,nd
27620,GoM,Atlantic_wolffish,1965,0.003460647,,,,,,CFDBS,NMFS/NEFSC,nd
27621,GoM,Atlantic_wolffish,1966,0.002721739,,,,,,CFDBS,NMFS/NEFSC,nd
27622,GoM,Atlantic_wolffish,1967,0.002625952,,,,,,CFDBS,NMFS/NEFSC,nd
27623,GoM,Atlantic_wolffish,1968,0.002184536,,,,,,CFDBS,NMFS/NEFSC,nd
27624,GoM,Atlantic_wolffish,1969,0.001891251,,,,,,CFDBS,NMFS/NEFSC,nd
27625,GoM,Atlantic_wolffish,1970,0.002277892,,,,,,CFDBS,NMFS/NEFSC,nd
27626,GoM,Atlantic_wolffish,1971,0.001914959,,,,,,CFDBS,NMFS/NEFSC,nd
27627,GoM,Atlantic_wolffish,1972,0.00179007,,,,,,CFDBS,NMFS/NEFSC,nd
27628,GoM,Atlantic_wolffish,1973,0.002062605,,,,,,CFDBS,NMFS/NEFSC,nd
27629,GoM,Atlantic_wolffish,1974,0.001297446,,,,,,CFDBS,NMFS/NEFSC,nd
27630,GoM,Atlantic_wolffish,1975,0.001829623,,,,,,CFDBS,NMFS/NEFSC,nd
27631,GoM,Atlantic_wolffish,1976,0.003217905,,,,,,CFDBS,NMFS/NEFSC,nd
27632,GoM,Atlantic_wolffish,1977,0.001725411,,,,,,CFDBS,NMFS/NEFSC,nd
27633,GoM,Atlantic_wolffish,1978,0.005856864,,,,,,CFDBS,NMFS/NEFSC,nd
27634,GoM,Atlantic_wolffish,1979,0.006743907,,,,,,CFDBS,NMFS/NEFSC,nd
27635,GoM,Atlantic_wolffish,1980,0.008185581,,,,,,CFDBS,NMFS/NEFSC,nd
27636,GoM,Atlantic_wolffish,1981,0.006874252,,,,,,CFDBS,NMFS/NEFSC,nd
27637,GoM,Atlantic_wolffish,1982,0.009015966,,,,,,CFDBS,NMFS/NEFSC,nd
27638,GoM,Atlantic_wolffish,1983,0.012982028,,,,,,CFDBS,NMFS/NEFSC,nd
27639,GoM,Atlantic_wolffish,1984,0.010952742,,,,,,CFDBS,NMFS/NEFSC,nd
27640,GoM,Atlantic_wolffish,1985,0.010557739,,,,,,CFDBS,NMFS/NEFSC,nd
27641,GoM,Atlantic_wolffish,1986,0.012470011,,,,,,CFDBS,NMFS/NEFSC,nd
27642,GoM,Atlantic_wolffish,1987,0.009601181,,,,,,CFDBS,NMFS/NEFSC,nd
27643,GoM,Atlantic_wolffish,1988,0.007826205,,,,,,CFDBS,NMFS/NEFSC,nd
27644,GoM,Atlantic_wolffish,1989,0.006077751,,,,,,CFDBS,NMFS/NEFSC,nd
27645,GoM,Atlantic_wolffish,1990,0.004638066,,,,,,CFDBS,NMFS/NEFSC,nd
27646,GoM,Atlantic_wolffish,1991,0.005310271,,,,,,CFDBS,NMFS/NEFSC,nd
27647,GoM,Atlantic_wolffish,1992,0.004934284,,,,,,CFDBS,NMFS/NEFSC,nd
27648,GoM,Atlantic_wolffish,1993,0.004886735,,,,,,CFDBS,NMFS/NEFSC,nd
27649,GoM,Atlantic_wolffish,1994,0.004981715,,,,,,CFDBS,NMFS/NEFSC,nd
27650,GoM,Atlantic_wolffish,1995,0.005015599,,,,,,CFDBS,NMFS/NEFSC,nd
27651,GoM,Atlantic_wolffish,1996,0.003955124,,,,,,CFDBS,NMFS/NEFSC,nd
27652,GoM,Atlantic_wolffish,1997,0.00333277,,,,,,CFDBS,NMFS/NEFSC,nd
27653,GoM,Atlantic_wolffish,1998,0.003251951,,,,,,CFDBS,NMFS/NEFSC,nd
27654,GoM,Atlantic_wolffish,1999,0.002489435,,,,,,CFDBS,NMFS/NEFSC,nd
27655,GoM,Atlantic_wolffish,2000,0.002077883,,,,,,CFDBS,NMFS/NEFSC,nd
27656,GoM,Atlantic_wolffish,2001,0.002171995,,,,,,CFDBS,NMFS/NEFSC,nd
27657,GoM,Atlantic_wolffish,2002,0.001588774,,,,,,CFDBS,NMFS/NEFSC,nd
27658,GoM,Atlantic_wolffish,2003,0.001407399,,,,,,CFDBS,NMFS/NEFSC,nd
27659,GoM,Atlantic_wolffish,2004,0.001395785,,,,,,CFDBS,NMFS/NEFSC,nd
27660,GoM,Atlantic_wolffish,2005,0.001400931,,,,,,CFDBS,NMFS/NEFSC,nd
27661,GoM,Atlantic_wolffish,2006,0.000946837,,,,,,CFDBS,NMFS/NEFSC,nd
27662,GoM,Atlantic_wolffish,2007,0.000752511,,,,,,CFDBS,NMFS/NEFSC,nd
27663,GoM,Atlantic_wolffish,2008,0.000602688,,,,,,CFDBS,NMFS/NEFSC,nd
27664,GoM,Atlantic_wolffish,2009,0.000932588,,,,,,CFDBS,NMFS/NEFSC,nd
27665,GoM,Goosefish,1964,0.000974301,,,,,,CFDBS,NMFS/NEFSC,nd
27666,GoM,Goosefish,1965,0.00102851,,,,,,CFDBS,NMFS/NEFSC,nd
27667,GoM,Goosefish,1966,0.001414375,,,,,,CFDBS,NMFS/NEFSC,nd
27668,GoM,Goosefish,1967,0.00756821,,,,,,CFDBS,NMFS/NEFSC,nd
27669,GoM,Goosefish,1968,0.001066101,,,,,,CFDBS,NMFS/NEFSC,nd
27670,GoM,Goosefish,1969,0.00038079,,,,,,CFDBS,NMFS/NEFSC,nd
27671,GoM,Goosefish,1970,0.000951499,,,,,,CFDBS,NMFS/NEFSC,nd
27672,GoM,Goosefish,1971,0.000190598,,,,,,CFDBS,NMFS/NEFSC,nd
27673,GoM,Goosefish,1972,0.000627291,,,,,,CFDBS,NMFS/NEFSC,nd
27674,GoM,Goosefish,1973,0.001142447,,,,,,CFDBS,NMFS/NEFSC,nd
27675,GoM,Goosefish,1974,0.010567518,,,,,,CFDBS,NMFS/NEFSC,nd
27676,GoM,Goosefish,1975,0.011425553,,,,,,CFDBS,NMFS/NEFSC,nd
27677,GoM,Goosefish,1976,0.025894583,,,,,,CFDBS,NMFS/NEFSC,nd
27678,GoM,Goosefish,1977,0.037081845,,,,,,CFDBS,NMFS/NEFSC,nd
27679,GoM,Goosefish,1978,0.050923894,,,,,,CFDBS,NMFS/NEFSC,nd
27680,GoM,Goosefish,1979,0.057539753,,,,,,CFDBS,NMFS/NEFSC,nd
27681,GoM,Goosefish,1980,0.057830252,,,,,,CFDBS,NMFS/NEFSC,nd
27682,GoM,Goosefish,1981,0.044347182,,,,,,CFDBS,NMFS/NEFSC,nd
27683,GoM,Goosefish,1982,0.042599243,,,,,,CFDBS,NMFS/NEFSC,nd
27684,GoM,Goosefish,1983,0.044100992,,,,,,CFDBS,NMFS/NEFSC,nd
27685,GoM,Goosefish,1984,0.04560966,,,,,,CFDBS,NMFS/NEFSC,nd
27686,GoM,Goosefish,1985,0.047005639,,,,,,CFDBS,NMFS/NEFSC,nd
27687,GoM,Goosefish,1986,0.051945939,,,,,,CFDBS,NMFS/NEFSC,nd
27688,GoM,Goosefish,1987,0.058604408,,,,,,CFDBS,NMFS/NEFSC,nd
27689,GoM,Goosefish,1988,0.054725885,,,,,,CFDBS,NMFS/NEFSC,nd
27690,GoM,Goosefish,1989,0.058568479,,,,,,CFDBS,NMFS/NEFSC,nd
27691,GoM,Goosefish,1990,0.055862922,,,,,,CFDBS,NMFS/NEFSC,nd
27692,GoM,Goosefish,1991,0.056410256,,,,,,CFDBS,NMFS/NEFSC,nd
27693,GoM,Goosefish,1992,0.069267646,,,,,,CFDBS,NMFS/NEFSC,nd
27694,GoM,Goosefish,1993,0.088669485,,,,,,CFDBS,NMFS/NEFSC,nd
27695,GoM,Goosefish,1994,0.108439976,,,,,,CFDBS,NMFS/NEFSC,nd
27696,GoM,Goosefish,1995,0.121520716,,,,,,CFDBS,NMFS/NEFSC,nd
27697,GoM,Goosefish,1996,0.110630413,,,,,,CFDBS,NMFS/NEFSC,nd
27698,GoM,Goosefish,1997,0.103761628,,,,,,CFDBS,NMFS/NEFSC,nd
27699,GoM,Goosefish,1998,0.081940516,,,,,,CFDBS,NMFS/NEFSC,nd
27700,GoM,Goosefish,1999,0.084635862,,,,,,CFDBS,NMFS/NEFSC,nd
27701,GoM,Goosefish,2000,0.10207244,,,,,,CFDBS,NMFS/NEFSC,nd
27702,GoM,Goosefish,2001,0.135196035,,,,,,CFDBS,NMFS/NEFSC,nd
27703,GoM,Goosefish,2002,0.134886063,,,,,,CFDBS,NMFS/NEFSC,nd
27704,GoM,Goosefish,2003,0.146387162,,,,,,CFDBS,NMFS/NEFSC,nd
27705,GoM,Goosefish,2004,0.138127898,,,,,,CFDBS,NMFS/NEFSC,nd
27706,GoM,Goosefish,2005,0.100146033,,,,,,CFDBS,NMFS/NEFSC,nd
27707,GoM,Goosefish,2006,0.069243012,,,,,,CFDBS,NMFS/NEFSC,nd
27708,GoM,Goosefish,2007,0.053275068,,,,,,CFDBS,NMFS/NEFSC,nd
27709,GoM,Haddock,1963,0.003411223,,,,,,CFDBS,NMFS/NEFSC,nd
27710,GoM,Haddock,1964,0.25796074,,,,,,CFDBS,NMFS/NEFSC,nd
27711,GoM,Haddock,1965,0.18201498,,,,,,CFDBS,NMFS/NEFSC,nd
27712,GoM,Haddock,1966,0.24634417,,,,,,CFDBS,NMFS/NEFSC,nd
27713,GoM,Haddock,1967,0.202300099,,,,,,CFDBS,NMFS/NEFSC,nd
27714,GoM,Haddock,1968,0.173645741,,,,,,CFDBS,NMFS/NEFSC,nd
27715,GoM,Haddock,1969,0.100773997,,,,,,CFDBS,NMFS/NEFSC,nd
27716,GoM,Haddock,1970,0.045957574,,,,,,CFDBS,NMFS/NEFSC,nd
27717,GoM,Haddock,1971,0.034674038,,,,,,CFDBS,NMFS/NEFSC,nd
27718,GoM,Haddock,1972,0.024173712,,,,,,CFDBS,NMFS/NEFSC,nd
27719,GoM,Haddock,1973,0.016446564,,,,,,CFDBS,NMFS/NEFSC,nd
27720,GoM,Haddock,1974,0.02102763,,,,,,CFDBS,NMFS/NEFSC,nd
27721,GoM,Haddock,1975,0.034585961,,,,,,CFDBS,NMFS/NEFSC,nd
27722,GoM,Haddock,1976,0.042239151,,,,,,CFDBS,NMFS/NEFSC,nd
27723,GoM,Haddock,1977,0.078837856,,,,,,CFDBS,NMFS/NEFSC,nd
27724,GoM,Haddock,1978,0.108809596,,,,,,CFDBS,NMFS/NEFSC,nd
27725,GoM,Haddock,1979,0.118045073,,,,,,CFDBS,NMFS/NEFSC,nd
27726,GoM,Haddock,1980,0.157134441,,,,,,CFDBS,NMFS/NEFSC,nd
27727,GoM,Haddock,1981,0.120561123,,,,,,CFDBS,NMFS/NEFSC,nd
27728,GoM,Haddock,1982,0.132130135,,,,,,CFDBS,NMFS/NEFSC,nd
27729,GoM,Haddock,1983,0.122615033,,,,,,CFDBS,NMFS/NEFSC,nd
27730,GoM,Haddock,1984,0.072732156,,,,,,CFDBS,NMFS/NEFSC,nd
27731,GoM,Haddock,1985,0.057574376,,,,,,CFDBS,NMFS/NEFSC,nd
27732,GoM,Haddock,1986,0.050601828,,,,,,CFDBS,NMFS/NEFSC,nd
27733,GoM,Haddock,1987,0.040227994,,,,,,CFDBS,NMFS/NEFSC,nd
27734,GoM,Haddock,1988,0.022824016,,,,,,CFDBS,NMFS/NEFSC,nd
27735,GoM,Haddock,1989,0.021215317,,,,,,CFDBS,NMFS/NEFSC,nd
27736,GoM,Haddock,1990,0.025684431,,,,,,CFDBS,NMFS/NEFSC,nd
27737,GoM,Haddock,1991,0.0329786,,,,,,CFDBS,NMFS/NEFSC,nd
27738,GoM,Haddock,1992,0.016555912,,,,,,CFDBS,NMFS/NEFSC,nd
27739,GoM,Haddock,1993,0.021226027,,,,,,CFDBS,NMFS/NEFSC,nd
27740,GoM,Haddock,1994,0.028259904,,,,,,CFDBS,NMFS/NEFSC,nd
27741,GoM,Haddock,1995,0.025074847,,,,,,CFDBS,NMFS/NEFSC,nd
27742,GoM,Haddock,1996,0.052984762,,,,,,CFDBS,NMFS/NEFSC,nd
27743,GoM,Haddock,1997,0.041002328,,,,,,CFDBS,NMFS/NEFSC,nd
27744,GoM,Haddock,1998,0.055334324,,,,,,CFDBS,NMFS/NEFSC,nd
27745,GoM,Haddock,1999,0.059461215,,,,,,CFDBS,NMFS/NEFSC,nd
27746,GoM,Haddock,2000,0.072650301,,,,,,CFDBS,NMFS/NEFSC,nd
27747,GoM,Haddock,2001,0.10125941,,,,,,CFDBS,NMFS/NEFSC,nd
27748,GoM,Haddock,2002,0.093151374,,,,,,CFDBS,NMFS/NEFSC,nd
27749,GoM,Haddock,2003,0.083737557,,,,,,CFDBS,NMFS/NEFSC,nd
27750,GoM,Haddock,2004,0.100881882,,,,,,CFDBS,NMFS/NEFSC,nd
27751,GoM,Haddock,2005,0.126254864,,,,,,CFDBS,NMFS/NEFSC,nd
27752,GoM,Haddock,2006,0.020727598,,,,,,CFDBS,NMFS/NEFSC,nd
27753,GoM,Haddock,2007,0.025661931,,,,,,CFDBS,NMFS/NEFSC,nd
27754,GoM,Longfin_squid,1964,7.34325e-05,,,,,,CFDBS,NMFS/NEFSC,nd
27755,GoM,Longfin_squid,1965,0.000142014,,,,,,CFDBS,NMFS/NEFSC,nd
27756,GoM,Longfin_squid,1966,0.000111814,,,,,,CFDBS,NMFS/NEFSC,nd
27757,GoM,Longfin_squid,1967,0.000143836,,,,,,CFDBS,NMFS/NEFSC,nd
27758,GoM,Longfin_squid,1968,2.09768e-05,,,,,,CFDBS,NMFS/NEFSC,nd
27759,GoM,Longfin_squid,1969,9.70452e-05,,,,,,CFDBS,NMFS/NEFSC,nd
27760,GoM,Longfin_squid,1970,0.00122866,,,,,,CFDBS,NMFS/NEFSC,nd
27761,GoM,Longfin_squid,1971,0.000519015,,,,,,CFDBS,NMFS/NEFSC,nd
27762,GoM,Longfin_squid,1972,1.23683e-05,,,,,,CFDBS,NMFS/NEFSC,nd
27763,GoM,Longfin_squid,1973,0.00066768,,,,,,CFDBS,NMFS/NEFSC,nd
27764,GoM,Longfin_squid,1974,0.000388305,,,,,,CFDBS,NMFS/NEFSC,nd
27765,GoM,Longfin_squid,1975,0.000820859,,,,,,CFDBS,NMFS/NEFSC,nd
27766,GoM,Longfin_squid,1976,0.002373165,,,,,,CFDBS,NMFS/NEFSC,nd
27767,GoM,Longfin_squid,1977,0.000672185,,,,,,CFDBS,NMFS/NEFSC,nd
27768,GoM,Longfin_squid,1978,8.4544e-05,,,,,,CFDBS,NMFS/NEFSC,nd
27769,GoM,Longfin_squid,1979,0.001663736,,,,,,CFDBS,NMFS/NEFSC,nd
27770,GoM,Longfin_squid,1980,0.002992882,,,,,,CFDBS,NMFS/NEFSC,nd
27771,GoM,Longfin_squid,1981,0.005880655,,,,,,CFDBS,NMFS/NEFSC,nd
27772,GoM,Longfin_squid,1982,0.00152883,,,,,,CFDBS,NMFS/NEFSC,nd
27773,GoM,Longfin_squid,1983,0.000532078,,,,,,CFDBS,NMFS/NEFSC,nd
27774,GoM,Longfin_squid,1984,0.002855541,,,,,,CFDBS,NMFS/NEFSC,nd
27775,GoM,Longfin_squid,1985,0.003691313,,,,,,CFDBS,NMFS/NEFSC,nd
27776,GoM,Longfin_squid,1986,0.000397877,,,,,,CFDBS,NMFS/NEFSC,nd
27777,GoM,Longfin_squid,1987,0.001292287,,,,,,CFDBS,NMFS/NEFSC,nd
27778,GoM,Longfin_squid,1988,0.001330345,,,,,,CFDBS,NMFS/NEFSC,nd
27779,GoM,Longfin_squid,1989,0.005851733,,,,,,CFDBS,NMFS/NEFSC,nd
27780,GoM,Longfin_squid,1990,0.000406397,,,,,,CFDBS,NMFS/NEFSC,nd
27781,GoM,Longfin_squid,1991,0.000611933,,,,,,CFDBS,NMFS/NEFSC,nd
27782,GoM,Longfin_squid,1992,0.000440388,,,,,,CFDBS,NMFS/NEFSC,nd
27783,GoM,Longfin_squid,1993,0.001438968,,,,,,CFDBS,NMFS/NEFSC,nd
27784,GoM,Longfin_squid,1994,0.003145855,,,,,,CFDBS,NMFS/NEFSC,nd
27785,GoM,Longfin_squid,1995,0.001406844,,,,,,CFDBS,NMFS/NEFSC,nd
27786,GoM,Longfin_squid,1996,0.005543591,,,,,,CFDBS,NMFS/NEFSC,nd
27787,GoM,Longfin_squid,1997,0.002434298,,,,,,CFDBS,NMFS/NEFSC,nd
27788,GoM,Longfin_squid,1998,0.001753717,,,,,,CFDBS,NMFS/NEFSC,nd
27789,GoM,Longfin_squid,1999,0.004862361,,,,,,CFDBS,NMFS/NEFSC,nd
27790,GoM,Longfin_squid,2000,0.001854751,,,,,,CFDBS,NMFS/NEFSC,nd
27791,GoM,Longfin_squid,2001,0.001630061,,,,,,CFDBS,NMFS/NEFSC,nd
27792,GoM,Longfin_squid,2002,0.00299826,,,,,,CFDBS,NMFS/NEFSC,nd
27793,GoM,Longfin_squid,2003,0.001826275,,,,,,CFDBS,NMFS/NEFSC,nd
27794,GoM,Longfin_squid,2004,0.006462976,,,,,,CFDBS,NMFS/NEFSC,nd
27795,GoM,Longfin_squid,2005,0.001629197,,,,,,CFDBS,NMFS/NEFSC,nd
27796,GoM,Longfin_squid,2006,0.000327059,,,,,,CFDBS,NMFS/NEFSC,nd
27797,GoM,Longfin_squid,2007,0.000792703,,,,,,CFDBS,NMFS/NEFSC,nd
27798,GoM,Longfin_squid,2008,0.000388488,,,,,,CFDBS,NMFS/NEFSC,nd
27799,GoM,Longfin_squid,2009,0.000315301,,,,,,CFDBS,NMFS/NEFSC,nd
27800,GoM,Ocean_pout,1963,6.59605e-06,,,,,,CFDBS,NMFS/NEFSC,nd
27801,GoM,Ocean_pout,1964,7.61293e-05,,,,,,CFDBS,NMFS/NEFSC,nd
27802,GoM,Ocean_pout,1965,0.000198722,,,,,,CFDBS,NMFS/NEFSC,nd
27803,GoM,Ocean_pout,1966,0.003995486,,,,,,CFDBS,NMFS/NEFSC,nd
27804,GoM,Ocean_pout,1967,0.007292912,,,,,,CFDBS,NMFS/NEFSC,nd
27805,GoM,Ocean_pout,1968,0.001027709,,,,,,CFDBS,NMFS/NEFSC,nd
27806,GoM,Ocean_pout,1969,0.004023577,,,,,,CFDBS,NMFS/NEFSC,nd
27807,GoM,Ocean_pout,1970,0.003646823,,,,,,CFDBS,NMFS/NEFSC,nd
27808,GoM,Ocean_pout,1971,0.000295265,,,,,,CFDBS,NMFS/NEFSC,nd
27809,GoM,Ocean_pout,1972,0.002760227,,,,,,CFDBS,NMFS/NEFSC,nd
27810,GoM,Ocean_pout,1973,0.001921087,,,,,,CFDBS,NMFS/NEFSC,nd
27811,GoM,Ocean_pout,1974,0.001210827,,,,,,CFDBS,NMFS/NEFSC,nd
27812,GoM,Ocean_pout,1975,0.00024931,,,,,,CFDBS,NMFS/NEFSC,nd
27813,GoM,Ocean_pout,1976,0.001046024,,,,,,CFDBS,NMFS/NEFSC,nd
27814,GoM,Ocean_pout,1977,0.000814929,,,,,,CFDBS,NMFS/NEFSC,nd
27815,GoM,Ocean_pout,1978,0.008359875,,,,,,CFDBS,NMFS/NEFSC,nd
27816,GoM,Ocean_pout,1979,0.007365783,,,,,,CFDBS,NMFS/NEFSC,nd
27817,GoM,Ocean_pout,1980,0.003683109,,,,,,CFDBS,NMFS/NEFSC,nd
27818,GoM,Ocean_pout,1981,0.001029942,,,,,,CFDBS,NMFS/NEFSC,nd
27819,GoM,Ocean_pout,1982,0.004196851,,,,,,CFDBS,NMFS/NEFSC,nd
27820,GoM,Ocean_pout,1983,0.004674932,,,,,,CFDBS,NMFS/NEFSC,nd
27821,GoM,Ocean_pout,1984,0.013613101,,,,,,CFDBS,NMFS/NEFSC,nd
27822,GoM,Ocean_pout,1985,0.009869853,,,,,,CFDBS,NMFS/NEFSC,nd
27823,GoM,Ocean_pout,1986,0.008007356,,,,,,CFDBS,NMFS/NEFSC,nd
27824,GoM,Ocean_pout,1987,0.017767619,,,,,,CFDBS,NMFS/NEFSC,nd
27825,GoM,Ocean_pout,1988,0.009079333,,,,,,CFDBS,NMFS/NEFSC,nd
27826,GoM,Ocean_pout,1989,0.004252443,,,,,,CFDBS,NMFS/NEFSC,nd
27827,GoM,Ocean_pout,1990,0.00300024,,,,,,CFDBS,NMFS/NEFSC,nd
27828,GoM,Ocean_pout,1991,0.002704321,,,,,,CFDBS,NMFS/NEFSC,nd
27829,GoM,Ocean_pout,1992,0.001837972,,,,,,CFDBS,NMFS/NEFSC,nd
27830,GoM,Ocean_pout,1993,0.000775235,,,,,,CFDBS,NMFS/NEFSC,nd
27831,GoM,Ocean_pout,1994,0.000482546,,,,,,CFDBS,NMFS/NEFSC,nd
27832,GoM,Ocean_pout,1995,0.000250417,,,,,,CFDBS,NMFS/NEFSC,nd
27833,GoM,Ocean_pout,1996,0.000107737,,,,,,CFDBS,NMFS/NEFSC,nd
27834,GoM,Ocean_pout,1997,7.51838e-05,,,,,,CFDBS,NMFS/NEFSC,nd
27835,GoM,Ocean_pout,1998,4.47191e-05,,,,,,CFDBS,NMFS/NEFSC,nd
27836,GoM,Ocean_pout,1999,3.91829e-05,,,,,,CFDBS,NMFS/NEFSC,nd
27837,GoM,Ocean_pout,2000,6.02887e-05,,,,,,CFDBS,NMFS/NEFSC,nd
27838,GoM,Ocean_pout,2001,5.56806e-06,,,,,,CFDBS,NMFS/NEFSC,nd
27839,GoM,Ocean_pout,2002,7.0447e-07,,,,,,CFDBS,NMFS/NEFSC,nd
27840,GoM,Ocean_pout,2003,0.000140388,,,,,,CFDBS,NMFS/NEFSC,nd
27841,GoM,Ocean_pout,2004,2.13901e-06,,,,,,CFDBS,NMFS/NEFSC,nd
27842,GoM,Ocean_pout,2005,5.31711e-07,,,,,,CFDBS,NMFS/NEFSC,nd
27843,GoM,Ocean_pout,2006,2.96799e-07,,,,,,CFDBS,NMFS/NEFSC,nd
27844,GoM,Ocean_pout,2007,7.93905e-06,,,,,,CFDBS,NMFS/NEFSC,nd
27845,GoM,Ocean_pout,2008,6.17133e-07,,,,,,CFDBS,NMFS/NEFSC,nd
27846,GoM,Ocean_pout,2009,4.09243e-07,,,,,,CFDBS,NMFS/NEFSC,nd
27847,GoM,Pollock,1963,0.075691949,,,,,,CFDBS,NMFS/NEFSC,nd
27848,GoM,Pollock,1964,0.100666893,,,,,,CFDBS,NMFS/NEFSC,nd
27849,GoM,Pollock,1965,0.096538387,,,,,,CFDBS,NMFS/NEFSC,nd
27850,GoM,Pollock,1966,0.068303932,,,,,,CFDBS,NMFS/NEFSC,nd
27851,GoM,Pollock,1967,0.085750474,,,,,,CFDBS,NMFS/NEFSC,nd
27852,GoM,Pollock,1968,0.061178097,,,,,,CFDBS,NMFS/NEFSC,nd
27853,GoM,Pollock,1969,0.117210189,,,,,,CFDBS,NMFS/NEFSC,nd
27854,GoM,Pollock,1970,0.142375613,,,,,,CFDBS,NMFS/NEFSC,nd
27855,GoM,Pollock,1971,0.165335322,,,,,,CFDBS,NMFS/NEFSC,nd
27856,GoM,Pollock,1972,0.134535749,,,,,,CFDBS,NMFS/NEFSC,nd
27857,GoM,Pollock,1973,0.125752745,,,,,,CFDBS,NMFS/NEFSC,nd
27858,GoM,Pollock,1974,0.126234882,,,,,,CFDBS,NMFS/NEFSC,nd
27859,GoM,Pollock,1975,0.129141823,,,,,,CFDBS,NMFS/NEFSC,nd
27860,GoM,Pollock,1976,0.149095625,,,,,,CFDBS,NMFS/NEFSC,nd
27861,GoM,Pollock,1977,0.180714573,,,,,,CFDBS,NMFS/NEFSC,nd
27862,GoM,Pollock,1978,0.246422538,,,,,,CFDBS,NMFS/NEFSC,nd
27863,GoM,Pollock,1979,0.192778143,,,,,,CFDBS,NMFS/NEFSC,nd
27864,GoM,Pollock,1980,0.259232953,,,,,,CFDBS,NMFS/NEFSC,nd
27865,GoM,Pollock,1981,0.234120275,,,,,,CFDBS,NMFS/NEFSC,nd
27866,GoM,Pollock,1982,0.204763845,,,,,,CFDBS,NMFS/NEFSC,nd
27867,GoM,Pollock,1983,0.170501189,,,,,,CFDBS,NMFS/NEFSC,nd
27868,GoM,Pollock,1984,0.186122725,,,,,,CFDBS,NMFS/NEFSC,nd
27869,GoM,Pollock,1985,0.241335081,,,,,,CFDBS,NMFS/NEFSC,nd
27870,GoM,Pollock,1986,0.313678866,,,,,,CFDBS,NMFS/NEFSC,nd
27871,GoM,Pollock,1987,0.254715447,,,,,,CFDBS,NMFS/NEFSC,nd
27872,GoM,Pollock,1988,0.200574909,,,,,,CFDBS,NMFS/NEFSC,nd
27873,GoM,Pollock,1989,0.138748417,,,,,,CFDBS,NMFS/NEFSC,nd
27874,GoM,Pollock,1990,0.1266346,,,,,,CFDBS,NMFS/NEFSC,nd
27875,GoM,Pollock,1991,0.100259026,,,,,,CFDBS,NMFS/NEFSC,nd
27876,GoM,Pollock,1992,0.108581826,,,,,,CFDBS,NMFS/NEFSC,nd
27877,GoM,Pollock,1993,0.097046487,,,,,,CFDBS,NMFS/NEFSC,nd
27878,GoM,Pollock,1994,0.078064377,,,,,,CFDBS,NMFS/NEFSC,nd
27879,GoM,Pollock,1995,0.047438458,,,,,,CFDBS,NMFS/NEFSC,nd
27880,GoM,Pollock,1996,0.047719274,,,,,,CFDBS,NMFS/NEFSC,nd
27881,GoM,Pollock,1997,0.064016054,,,,,,CFDBS,NMFS/NEFSC,nd
27882,GoM,Pollock,1998,0.082874787,,,,,,CFDBS,NMFS/NEFSC,nd
27883,GoM,Pollock,1999,0.060577153,,,,,,CFDBS,NMFS/NEFSC,nd
27884,GoM,Pollock,2000,0.059022266,,,,,,CFDBS,NMFS/NEFSC,nd
27885,GoM,Pollock,2001,0.063298379,,,,,,CFDBS,NMFS/NEFSC,nd
27886,GoM,Pollock,2002,0.055153354,,,,,,CFDBS,NMFS/NEFSC,nd
27887,GoM,Pollock,2003,0.070232336,,,,,,CFDBS,NMFS/NEFSC,nd
27888,GoM,Pollock,2004,0.084219702,,,,,,CFDBS,NMFS/NEFSC,nd
27889,GoM,Pollock,2005,0.095931211,,,,,,CFDBS,NMFS/NEFSC,nd
27890,GoM,Pollock,2006,0.070889626,,,,,,CFDBS,NMFS/NEFSC,nd
27891,GoM,Pollock,2007,0.096750643,,,,,,CFDBS,NMFS/NEFSC,nd
27892,GoM,Red_hake,1963,0.110350027,,,,,,CFDBS,NMFS/NEFSC,nd
27893,GoM,Red_hake,1964,0.081109692,,,,,,CFDBS,NMFS/NEFSC,nd
27894,GoM,Red_hake,1965,0.180599576,,,,,,CFDBS,NMFS/NEFSC,nd
27895,GoM,Red_hake,1966,0.323763866,,,,,,CFDBS,NMFS/NEFSC,nd
27896,GoM,Red_hake,1967,0.122208614,,,,,,CFDBS,NMFS/NEFSC,nd
27897,GoM,Red_hake,1968,0.008063824,,,,,,CFDBS,NMFS/NEFSC,nd
